EMPLOYEE_CODE,SUMMARY_DATE,SALARY,PAY_INCREASE,BONUS,VACATION_DAYS_TAKEN,SICK_DAYS_TAKEN
10272,2017-07-22 00:00:00.0,52230.77,0.0,0.0,0.0,0.5
10272,2017-08-22 00:00:00.0,52230.77,0.0,0.0,0.0,2.0
10272,2017-09-22 00:00:00.0,52230.77,0.0,0.0,0.0,0.0
10272,2017-10-22 00:00:00.0,52230.77,0.0,0.0,0.0,2.0
10272,2017-11-22 00:00:00.0,52230.77,0.0,0.0,10.0,0.0
10272,2017-12-22 00:00:00.0,52230.77,0.0,0.0,3.0,0.0
10272,2018-01-22 00:00:00.0,52230.77,0.0,0.0,0.0,0.0
10272,2018-02-22 00:00:00.0,52230.77,0.0,0.0,0.0,0.0
10272,2018-03-22 00:00:00.0,52230.77,0.0,0.0,4.0,3.0
10272,2018-04-22 00:00:00.0,54961.54,0.0523,0.0,0.0,0.0
10272,2018-05-22 00:00:00.0,54961.54,0.0,0.0,0.0,0.5
10272,2018-06-22 00:00:00.0,54961.54,0.0,0.0,0.0,0.0
10272,2018-07-22 00:00:00.0,54961.54,0.0,0.0,0.0,1.5
10272,2018-08-22 00:00:00.0,54961.54,0.0,0.0,6.0,1.5
10311,2018-11-20 00:00:00.0,26846.15,0.0,0.0,0.0,0.0
10311,2018-12-20 00:00:00.0,26846.15,0.0,0.0,0.0,0.5
10311,2019-01-20 00:00:00.0,26846.15,0.0,0.0,2.0,0.0
10311,2019-02-20 00:00:00.0,26846.15,0.0,0.0,0.0,0.0
10311,2019-03-20 00:00:00.0,26846.15,0.0,0.0,8.0,6.0
10311,2019-04-20 00:00:00.0,26846.15,0.0,0.0,0.0,0.0
10311,2019-05-20 00:00:00.0,26846.15,0.0,0.0,0.0,0.0
10311,2019-06-20 00:00:00.0,26846.15,0.0,0.04,0.0,2.0
10311,2019-07-20 00:00:00.0,26846.15,0.0,0.0,15.0,0.5
10311,2019-08-20 00:00:00.0,26846.15,0.0,0.0,0.0,0.5
10311,2019-09-20 00:00:00.0,28461.54,0.0602,0.0,0.0,0.5
10311,2019-10-20 00:00:00.0,28461.54,0.0,0.0,0.0,1.0
10311,2019-11-20 00:00:00.0,28461.54,0.0,0.0,0.0,0.0
10311,2019-12-20 00:00:00.0,28461.54,0.0,0.0,0.0,0.0
10311,2020-01-20 00:00:00.0,28461.54,0.0,0.0,0.0,1.0
10311,2020-02-20 00:00:00.0,28461.54,0.0,0.0,0.0,0.0
10311,2020-03-20 00:00:00.0,28461.54,0.0,0.0,0.0,2.0
10311,2020-04-20 00:00:00.0,28461.54,0.0,0.0,0.0,1.0
10311,2020-05-20 00:00:00.0,28461.54,0.0,0.0,10.0,0.0
10311,2020-06-20 00:00:00.0,28461.54,0.0,0.06,0.0,0.0
10311,2020-07-20 00:00:00.0,28461.54,0.0,0.0,0.0,0.0
10312,2018-04-04 00:00:00.0,49500.00,0.0,0.0,0.0,0.0
10312,2018-05-04 00:00:00.0,49500.00,0.0,0.0,0.0,0.0
10312,2018-06-04 00:00:00.0,49500.00,0.0,0.0,0.0,0.0
10312,2018-07-04 00:00:00.0,49500.00,0.0,0.0,0.0,0.0
10312,2018-08-04 00:00:00.0,49500.00,0.0,0.0,0.0,0.0
10312,2018-09-04 00:00:00.0,49500.00,0.0,0.0,0.0,0.0
10312,2018-10-04 00:00:00.0,49500.00,0.0,0.0,0.0,2.0
10312,2018-11-04 00:00:00.0,49500.00,0.0,0.0,0.0,0.0
10312,2018-12-04 00:00:00.0,49500.00,0.0,0.0,0.0,0.0
10312,2019-01-04 00:00:00.0,49500.00,0.0,0.0,0.0,0.0
10312,2019-02-04 00:00:00.0,49500.00,0.0,0.0,0.0,7.0
10312,2019-03-04 00:00:00.0,49500.00,0.0,0.0,2.0,0.0
10312,2019-04-04 00:00:00.0,53000.00,0.0707,0.0,1.0,0.0
10312,2019-05-04 00:00:00.0,53000.00,0.0,0.0,0.0,0.0
10312,2019-06-04 00:00:00.0,53000.00,0.0,0.02,2.0,0.0
10312,2019-07-04 00:00:00.0,53000.00,0.0,0.0,2.0,0.0
10312,2019-08-04 00:00:00.0,53000.00,0.0,0.0,0.0,0.0
10312,2019-09-04 00:00:00.0,53000.00,0.0,0.0,0.0,0.0
10312,2019-10-04 00:00:00.0,53000.00,0.0,0.0,15.0,4.0
10312,2019-11-04 00:00:00.0,53000.00,0.0,0.0,0.0,0.0
10312,2019-12-04 00:00:00.0,53000.00,0.0,0.0,2.0,0.0
10312,2020-01-04 00:00:00.0,53000.00,0.0,0.0,0.0,0.0
10312,2020-02-04 00:00:00.0,53000.00,0.0,0.0,0.0,0.0
10312,2020-03-04 00:00:00.0,53000.00,0.0,0.0,2.0,2.0
10312,2020-04-04 00:00:00.0,56500.00,0.066,0.0,0.0,0.0
10312,2020-05-04 00:00:00.0,56500.00,0.0,0.0,2.0,0.0
10312,2020-06-04 00:00:00.0,56500.00,0.0,0.02,0.0,0.0
10312,2020-07-04 00:00:00.0,56500.00,0.0,0.0,0.0,0.0
10313,2017-01-01 00:00:00.0,49500.00,0.0,0.0,0.0,0.0
10313,2017-02-01 00:00:00.0,49500.00,0.0,0.0,0.0,0.0
10313,2017-03-01 00:00:00.0,49500.00,0.0,0.0,0.0,0.0
10313,2017-04-01 00:00:00.0,49500.00,0.0,0.0,0.0,2.0
10313,2017-05-01 00:00:00.0,49500.00,0.0,0.0,0.0,0.0
10313,2017-06-01 00:00:00.0,49500.00,0.0,0.0,0.0,0.0
10313,2017-07-01 00:00:00.0,49500.00,0.0,0.0,0.0,0.0
10313,2017-08-01 00:00:00.0,49500.00,0.0,0.0,0.0,7.0
10313,2017-09-01 00:00:00.0,49500.00,0.0,0.0,2.0,0.0
10313,2017-10-01 00:00:00.0,53000.00,0.0707,0.0,1.0,0.0
10313,2017-11-01 00:00:00.0,53000.00,0.0,0.0,0.0,0.0
10313,2017-12-01 00:00:00.0,53000.00,0.0,0.0,2.0,0.0
10313,2018-01-01 00:00:00.0,53000.00,0.0,0.0,2.0,0.0
10313,2018-02-01 00:00:00.0,53000.00,0.0,0.0,0.0,0.0
10313,2018-03-01 00:00:00.0,53000.00,0.0,0.0,0.0,0.0
10313,2018-04-01 00:00:00.0,53000.00,0.0,0.0,15.0,4.0
10313,2018-05-01 00:00:00.0,53000.00,0.0,0.0,0.0,0.0
10313,2018-06-01 00:00:00.0,53000.00,0.0,0.02,2.0,0.0
10313,2018-07-01 00:00:00.0,53000.00,0.0,0.0,0.0,0.0
10313,2018-08-01 00:00:00.0,53000.00,0.0,0.0,0.0,0.0
10313,2018-09-01 00:00:00.0,53000.00,0.0,0.0,2.0,2.0
10313,2018-10-01 00:00:00.0,56500.00,0.066,0.0,0.0,0.0
10313,2018-11-01 00:00:00.0,56500.00,0.0,0.0,2.0,0.0
10313,2018-12-01 00:00:00.0,56500.00,0.0,0.0,0.0,0.0
10313,2019-01-01 00:00:00.0,56500.00,0.0,0.0,0.0,0.0
10313,2019-02-01 00:00:00.0,56500.00,0.0,0.0,0.0,0.0
10313,2019-03-01 00:00:00.0,56500.00,0.0,0.0,2.0,0.0
10313,2019-04-01 00:00:00.0,56500.00,0.0,0.0,3.0,0.0
10313,2019-05-01 00:00:00.0,56500.00,0.0,0.0,2.0,0.0
10313,2019-06-01 00:00:00.0,56500.00,0.0,0.0,0.0,0.0
10313,2019-07-01 00:00:00.0,56500.00,0.0,0.0,0.0,0.0
10313,2019-08-01 00:00:00.0,56500.00,0.0,0.0,0.0,1.0
10313,2019-09-01 00:00:00.0,56500.00,0.0,0.0,15.0,0.0
10313,2019-10-01 00:00:00.0,60000.00,0.0619,0.0,2.0,0.0
10313,2019-11-01 00:00:00.0,60000.00,0.0,0.0,0.0,0.0
10313,2019-12-01 00:00:00.0,60000.00,0.0,0.0,0.0,0.0
10313,2020-01-01 00:00:00.0,60000.00,0.0,0.0,15.0,0.0
10313,2020-02-01 00:00:00.0,60000.00,0.0,0.0,3.0,1.0
10313,2020-03-01 00:00:00.0,60000.00,0.0,0.0,0.0,0.0
10313,2020-04-01 00:00:00.0,60000.00,0.0,0.0,0.0,7.0
10313,2020-05-01 00:00:00.0,60000.00,0.0,0.0,5.0,0.0
10313,2020-06-01 00:00:00.0,60000.00,0.0,0.0,1.0,0.0
10313,2020-07-01 00:00:00.0,60000.00,0.0,0.0,0.0,0.0
10314,2020-03-05 00:00:00.0,49500.00,0.0,0.0,0.0,0.0
10314,2020-04-05 00:00:00.0,49500.00,0.0,0.0,0.0,0.0
10314,2020-05-05 00:00:00.0,49500.00,0.0,0.0,0.0,1.5
10314,2020-06-05 00:00:00.0,49500.00,0.0,0.0,0.0,0.0
10314,2020-07-05 00:00:00.0,49500.00,0.0,0.0,0.0,1.5
10315,2020-04-17 00:00:00.0,49500.00,0.0,0.0,0.0,0.0
10315,2020-05-17 00:00:00.0,49500.00,0.0,0.0,0.0,0.0
10315,2020-06-17 00:00:00.0,49500.00,0.0,0.0,0.0,0.0
10315,2020-07-17 00:00:00.0,49500.00,0.0,0.0,0.0,2.0
10316,2019-01-26 00:00:00.0,22000.00,0.0,0.0,0.0,0.0
10316,2019-02-26 00:00:00.0,22000.00,0.0,0.0,0.0,0.0
10316,2019-03-26 00:00:00.0,22000.00,0.0,0.0,0.0,1.5
10316,2019-04-26 00:00:00.0,22000.00,0.0,0.0,0.0,0.0
10316,2019-05-26 00:00:00.0,22000.00,0.0,0.0,0.0,1.5
10316,2019-06-26 00:00:00.0,22000.00,0.0,0.0,0.0,1.0
10316,2019-07-26 00:00:00.0,22000.00,0.0,0.0,0.0,1.0
10316,2019-08-26 00:00:00.0,22000.00,0.0,0.0,0.0,0.0
10316,2019-09-26 00:00:00.0,22000.00,0.0,0.0,0.0,4.0
10316,2019-10-26 00:00:00.0,22000.00,0.0,0.0,0.0,0.0
10316,2019-11-26 00:00:00.0,22000.00,0.0,0.0,0.0,0.0
10316,2019-12-26 00:00:00.0,22000.00,0.0,0.0,8.0,0.0
10316,2020-01-26 00:00:00.0,23615.38,0.0734,0.0,0.0,2.0
10316,2020-02-26 00:00:00.0,23615.38,0.0,0.0,0.0,2.5
10316,2020-03-26 00:00:00.0,23615.38,0.0,0.0,0.0,0.0
10316,2020-04-26 00:00:00.0,23615.38,0.0,0.0,10.0,0.0
10193,2020-04-08 00:00:00.0,154153.85,0.0,0.0,0.0,1.0
10193,2020-05-08 00:00:00.0,154153.85,0.0,0.0,0.0,0.0
10193,2020-06-08 00:00:00.0,154153.85,0.0,0.0,1.0,0.0
10193,2020-07-08 00:00:00.0,154153.85,0.0,0.0,0.0,3.0
10194,2017-01-03 00:00:00.0,139384.62,0.0,0.0,3.0,1.5
10194,2017-02-03 00:00:00.0,139384.62,0.0,0.0,1.0,0.0
10194,2017-03-03 00:00:00.0,139384.62,0.0,0.0,0.0,0.0
10194,2017-04-03 00:00:00.0,139384.62,0.0,0.0,0.0,3.0
10194,2017-05-03 00:00:00.0,139384.62,0.0,0.0,0.0,0.0
10194,2017-06-03 00:00:00.0,139384.62,0.0,0.0,0.0,0.0
10194,2017-07-03 00:00:00.0,139384.62,0.0,0.0,10.0,0.0
10194,2017-08-03 00:00:00.0,139384.62,0.0,0.0,3.0,7.0
10194,2017-09-03 00:00:00.0,139384.62,0.0,0.0,0.0,0.0
10194,2017-10-03 00:00:00.0,143076.92,0.0265,0.0,0.0,0.0
10194,2017-11-03 00:00:00.0,143076.92,0.0,0.0,4.0,2.0
10194,2017-12-03 00:00:00.0,143076.92,0.0,0.0,4.0,2.0
10194,2018-01-03 00:00:00.0,143076.92,0.0,0.0,0.0,2.0
10194,2018-02-03 00:00:00.0,143076.92,0.0,0.0,0.0,0.0
10194,2018-03-03 00:00:00.0,143076.92,0.0,0.0,0.0,4.0
10194,2018-04-03 00:00:00.0,143076.92,0.0,0.0,14.0,0.0
10194,2018-05-03 00:00:00.0,143076.92,0.0,0.0,0.0,0.0
10194,2018-06-03 00:00:00.0,143076.92,0.0,0.0,0.0,2.0
10194,2018-07-03 00:00:00.0,143076.92,0.0,0.0,0.0,0.0
10194,2018-08-03 00:00:00.0,143076.92,0.0,0.0,0.0,0.0
10194,2018-09-03 00:00:00.0,143076.92,0.0,0.0,10.0,0.0
10194,2018-10-03 00:00:00.0,146769.23,0.0258,0.0,2.0,0.0
10194,2018-11-03 00:00:00.0,146769.23,0.0,0.0,0.0,0.0
10194,2018-12-03 00:00:00.0,146769.23,0.0,0.0,0.0,1.5
10194,2019-01-03 00:00:00.0,146769.23,0.0,0.0,1.0,2.0
10194,2019-02-03 00:00:00.0,146769.23,0.0,0.0,3.0,0.0
10194,2019-03-03 00:00:00.0,146769.23,0.0,0.0,0.0,2.0
10194,2019-04-03 00:00:00.0,146769.23,0.0,0.0,0.0,0.0
10194,2019-05-03 00:00:00.0,146769.23,0.0,0.0,0.0,0.0
10194,2019-06-03 00:00:00.0,146769.23,0.0,0.0,4.0,0.0
10194,2019-07-03 00:00:00.0,146769.23,0.0,0.0,0.0,0.0
10194,2019-08-03 00:00:00.0,146769.23,0.0,0.0,0.0,4.0
10194,2019-09-03 00:00:00.0,146769.23,0.0,0.0,10.0,0.0
10194,2019-10-03 00:00:00.0,150461.54,0.0252,0.0,0.0,0.0
10194,2019-11-03 00:00:00.0,150461.54,0.0,0.0,0.0,0.0
10194,2019-12-03 00:00:00.0,150461.54,0.0,0.0,2.0,1.0
10194,2020-01-03 00:00:00.0,150461.54,0.0,0.0,0.0,0.0
10194,2020-02-03 00:00:00.0,150461.54,0.0,0.0,3.0,2.0
10194,2020-03-03 00:00:00.0,150461.54,0.0,0.0,0.0,0.0
10194,2020-04-03 00:00:00.0,150461.54,0.0,0.0,2.0,0.0
10194,2020-05-03 00:00:00.0,150461.54,0.0,0.0,0.0,0.0
10194,2020-06-03 00:00:00.0,150461.54,0.0,0.0,0.0,0.0
10194,2020-07-03 00:00:00.0,150461.54,0.0,0.0,10.0,1.0
10195,2017-01-28 00:00:00.0,139384.62,0.0,0.0,3.0,1.5
10195,2017-02-28 00:00:00.0,139384.62,0.0,0.0,1.0,0.0
10195,2017-03-28 00:00:00.0,139384.62,0.0,0.0,0.0,0.0
10195,2017-04-28 00:00:00.0,139384.62,0.0,0.0,0.0,3.0
10195,2017-05-28 00:00:00.0,139384.62,0.0,0.0,0.0,0.0
10195,2017-06-28 00:00:00.0,139384.62,0.0,0.0,0.0,0.0
10195,2017-07-28 00:00:00.0,139384.62,0.0,0.0,10.0,0.0
10195,2017-08-28 00:00:00.0,139384.62,0.0,0.0,3.0,7.0
10195,2017-09-28 00:00:00.0,139384.62,0.0,0.0,0.0,0.0
10195,2017-10-28 00:00:00.0,139384.62,0.0,0.0,0.0,0.0
10195,2017-11-28 00:00:00.0,143076.92,0.0265,0.0,4.0,2.0
10195,2017-12-28 00:00:00.0,143076.92,0.0,0.0,4.0,2.0
10195,2018-01-28 00:00:00.0,143076.92,0.0,0.0,0.0,2.0
10195,2018-02-28 00:00:00.0,143076.92,0.0,0.0,0.0,0.0
10195,2018-03-28 00:00:00.0,143076.92,0.0,0.0,0.0,4.0
10195,2018-04-28 00:00:00.0,143076.92,0.0,0.0,14.0,0.0
10195,2018-05-28 00:00:00.0,143076.92,0.0,0.0,0.0,0.0
10195,2018-06-28 00:00:00.0,143076.92,0.0,0.0,0.0,2.0
10195,2018-07-28 00:00:00.0,143076.92,0.0,0.0,0.0,0.0
10195,2018-08-28 00:00:00.0,143076.92,0.0,0.0,0.0,0.0
10195,2018-09-28 00:00:00.0,143076.92,0.0,0.0,10.0,0.0
10195,2018-10-28 00:00:00.0,143076.92,0.0,0.0,2.0,0.0
10195,2018-11-28 00:00:00.0,146769.23,0.0258,0.0,0.0,0.0
10195,2018-12-28 00:00:00.0,146769.23,0.0,0.0,0.0,1.5
10195,2019-01-28 00:00:00.0,146769.23,0.0,0.0,1.0,2.0
10195,2019-02-28 00:00:00.0,146769.23,0.0,0.0,3.0,0.0
10195,2019-03-28 00:00:00.0,146769.23,0.0,0.0,0.0,2.0
10195,2019-04-28 00:00:00.0,146769.23,0.0,0.0,0.0,0.0
10195,2019-05-28 00:00:00.0,146769.23,0.0,0.0,0.0,0.0
10195,2019-06-28 00:00:00.0,146769.23,0.0,0.0,4.0,0.0
10344,2018-10-19 00:00:00.0,27500.00,0.0,0.0,0.0,0.5
10344,2018-11-19 00:00:00.0,27500.00,0.0,0.0,0.0,4.0
10344,2018-12-19 00:00:00.0,27500.00,0.0,0.0,0.0,0.0
10344,2019-01-19 00:00:00.0,27500.00,0.0,0.0,0.0,0.0
10344,2019-02-19 00:00:00.0,27500.00,0.0,0.0,0.0,5.0
10344,2019-03-19 00:00:00.0,27500.00,0.0,0.0,4.0,0.0
10344,2019-04-19 00:00:00.0,30000.00,0.0909,0.0,8.0,0.0
10344,2019-05-19 00:00:00.0,30000.00,0.0,0.0,0.0,0.0
10344,2019-06-19 00:00:00.0,30000.00,0.0,0.02,0.0,2.0
10344,2019-07-19 00:00:00.0,30000.00,0.0,0.0,0.0,0.0
10344,2019-08-19 00:00:00.0,30000.00,0.0,0.0,7.0,0.0
10344,2019-09-19 00:00:00.0,30000.00,0.0,0.0,0.0,0.0
10344,2019-10-19 00:00:00.0,30000.00,0.0,0.0,0.0,4.0
10344,2019-11-19 00:00:00.0,30000.00,0.0,0.0,0.0,2.0
10344,2019-12-19 00:00:00.0,30000.00,0.0,0.0,0.0,0.0
10344,2020-01-19 00:00:00.0,30000.00,0.0,0.0,10.0,0.0
10344,2020-02-19 00:00:00.0,30000.00,0.0,0.0,0.0,0.0
10344,2020-03-19 00:00:00.0,30000.00,0.0,0.0,0.0,0.0
10344,2020-04-19 00:00:00.0,32500.00,0.0833,0.0,0.0,0.0
10344,2020-05-19 00:00:00.0,32500.00,0.0,0.0,3.0,1.0
10344,2020-06-19 00:00:00.0,32500.00,0.0,0.02,0.0,2.0
10344,2020-07-19 00:00:00.0,32500.00,0.0,0.0,0.0,0.0
10345,2017-01-10 00:00:00.0,52230.77,0.0,0.0,0.0,2.0
10345,2017-02-10 00:00:00.0,52230.77,0.0,0.0,0.0,0.5
10345,2017-03-10 00:00:00.0,52230.77,0.0,0.0,3.0,0.0
10345,2017-04-10 00:00:00.0,52230.77,0.0,0.0,3.0,0.0
10345,2017-05-10 00:00:00.0,52230.77,0.0,0.0,0.0,0.0
10345,2017-06-10 00:00:00.0,52230.77,0.0,0.0,0.0,0.0
10345,2017-07-10 00:00:00.0,52230.77,0.0,0.0,0.0,2.0
10345,2017-08-10 00:00:00.0,52230.77,0.0,0.0,0.0,2.0
10345,2017-09-10 00:00:00.0,52230.77,0.0,0.0,10.0,0.0
10345,2017-10-10 00:00:00.0,52230.77,0.0,0.0,3.0,0.0
10345,2017-11-10 00:00:00.0,52230.77,0.0,0.0,0.0,3.0
10345,2017-12-10 00:00:00.0,52230.77,0.0,0.0,0.0,3.0
10345,2018-01-10 00:00:00.0,54961.54,0.0523,0.0,4.0,0.0
10345,2018-02-10 00:00:00.0,54961.54,0.0,0.0,0.0,0.0
10345,2018-03-10 00:00:00.0,54961.54,0.0,0.0,5.0,0.0
10345,2018-04-10 00:00:00.0,54961.54,0.0,0.0,0.0,5.0
10345,2018-05-10 00:00:00.0,54961.54,0.0,0.0,0.0,0.0
10345,2018-06-10 00:00:00.0,54961.54,0.0,0.0,3.0,0.0
10345,2018-07-10 00:00:00.0,54961.54,0.0,0.0,0.0,0.0
10345,2018-08-10 00:00:00.0,54961.54,0.0,0.0,0.0,0.0
10345,2018-09-10 00:00:00.0,54961.54,0.0,0.0,0.0,0.0
10345,2018-10-10 00:00:00.0,60500.00,0.1008,0.0,0.0,0.0
10345,2018-11-10 00:00:00.0,60500.00,0.0,0.0,10.0,0.0
10345,2018-12-10 00:00:00.0,60500.00,0.0,0.0,3.0,0.0
10345,2019-01-10 00:00:00.0,60500.00,0.0,0.0,0.0,0.5
10345,2019-02-10 00:00:00.0,60500.00,0.0,0.0,0.0,2.0
10345,2019-03-10 00:00:00.0,60500.00,0.0,0.0,1.0,0.0
10345,2019-04-10 00:00:00.0,60500.00,0.0,0.0,3.0,0.0
10345,2019-05-10 00:00:00.0,60500.00,0.0,0.0,0.0,0.0
10345,2019-06-10 00:00:00.0,60500.00,0.0,0.04,0.0,3.0
10345,2019-07-10 00:00:00.0,60500.00,0.0,0.0,0.0,0.0
10345,2019-08-10 00:00:00.0,60500.00,0.0,0.0,5.0,0.0
10345,2019-09-10 00:00:00.0,60500.00,0.0,0.0,0.0,2.0
10345,2019-10-10 00:00:00.0,64076.92,0.0591,0.0,0.0,0.0
10345,2019-11-10 00:00:00.0,64076.92,0.0,0.0,10.0,0.0
10345,2019-12-10 00:00:00.0,64076.92,0.0,0.0,0.0,1.0
10345,2020-01-10 00:00:00.0,64076.92,0.0,0.0,0.0,0.0
10345,2020-02-10 00:00:00.0,64076.92,0.0,0.0,2.0,2.0
10345,2020-03-10 00:00:00.0,64076.92,0.0,0.0,0.0,0.0
10345,2020-04-10 00:00:00.0,64076.92,0.0,0.0,3.0,1.0
10345,2020-05-10 00:00:00.0,64076.92,0.0,0.0,0.0,0.0
