EMPLOYEE_CODE,COURSE_CODE,TRAINING_DATE,EXPENSE_TYPE_CODE
10562,19501,2017-04-13 00:00:00.0,38
10562,20001,2017-01-14 00:00:00.0,34
10562,30001,2017-01-29 00:00:00.0,37
10564,14501,2017-11-29 00:00:00.0,38
10564,15501,2017-04-13 00:00:00.0,34
10564,17001,2017-05-03 00:00:00.0,34
10564,18501,2017-05-24 00:00:00.0,38
10564,19501,2017-07-21 00:00:00.0,38
10564,20001,2017-04-22 00:00:00.0,34
10564,25001,2020-04-10 00:00:00.0,38
10564,26001,2019-03-10 00:00:00.0,38
10564,30001,2019-11-08 00:00:00.0,37
10564,32501,2019-04-17 00:00:00.0,38
10564,33001,2020-05-21 00:00:00.0,38
10565,31501,2017-05-17 00:00:00.0,38
10565,32001,2018-04-18 00:00:00.0,38
10565,32501,2019-04-17 00:00:00.0,38
10565,33001,2020-05-21 00:00:00.0,38
10566,27501,2017-07-20 00:00:00.0,35
10566,28001,2018-08-22 00:00:00.0,35
10566,28501,2019-08-21 00:00:00.0,35
10566,29001,2020-07-16 00:00:00.0,35
10567,10501,2019-10-30 00:00:00.0,35
10567,14501,2020-05-28 00:00:00.0,38
10567,15501,2019-10-09 00:00:00.0,34
10567,18501,2019-11-17 00:00:00.0,38
10567,19501,2020-01-23 00:00:00.0,38
10602,10501,2019-10-30 00:00:00.0,35
10602,13001,2019-12-27 00:00:00.0,35
10602,14501,2017-06-21 00:00:00.0,38
10602,19501,2017-02-12 00:00:00.0,38
10602,21501,2020-01-15 00:00:00.0,35
10602,22001,2017-01-21 00:00:00.0,34
10602,22501,2017-08-10 00:00:00.0,34
10603,14501,2020-02-05 00:00:00.0,38
10603,15501,2019-06-20 00:00:00.0,34
10603,18501,2019-07-31 00:00:00.0,38
10603,19501,2019-09-27 00:00:00.0,38
10603,20001,2019-06-29 00:00:00.0,34
10603,24501,2019-09-07 00:00:00.0,38
10603,25001,2019-11-15 00:00:00.0,38
10603,25501,2020-02-14 00:00:00.0,38
10603,33001,2020-04-16 00:00:00.0,38
10604,13501,2020-03-26 00:00:00.0,34
10604,15001,2020-04-02 00:00:00.0,37
10604,15501,2020-03-07 00:00:00.0,34
10604,18501,2020-04-16 00:00:00.0,38
10604,19501,2020-07-05 00:00:00.0,38
10287,19501,2019-01-19 00:00:00.0,38
10287,20001,2018-10-21 00:00:00.0,34
10289,27501,2017-07-20 00:00:00.0,35
10289,28001,2018-08-22 00:00:00.0,35
10289,28501,2019-08-21 00:00:00.0,35
10289,29001,2020-07-16 00:00:00.0,35
10290,27501,2017-07-20 00:00:00.0,35
10290,28001,2018-08-22 00:00:00.0,35
10290,28501,2019-08-21 00:00:00.0,35
10290,29001,2020-07-16 00:00:00.0,35
10291,27501,2017-07-20 00:00:00.0,35
10291,28001,2018-08-22 00:00:00.0,35
10291,28501,2019-08-21 00:00:00.0,35
10291,29001,2020-07-16 00:00:00.0,35
10292,15501,2020-03-05 00:00:00.0,34
10292,16501,2020-03-26 00:00:00.0,34
10292,18501,2020-04-13 00:00:00.0,38
10723,25501,2020-02-14 00:00:00.0,38
10723,26001,2019-02-23 00:00:00.0,38
10723,33001,2020-04-16 00:00:00.0,38
10724,14501,2018-09-14 00:00:00.0,38
10724,15501,2018-01-28 00:00:00.0,34
10724,16001,2018-02-16 00:00:00.0,34
10724,17501,2018-05-09 00:00:00.0,34
10724,18501,2018-03-08 00:00:00.0,38
10724,19501,2018-05-23 00:00:00.0,38
10724,20001,2018-02-07 00:00:00.0,34
10724,24501,2018-06-20 00:00:00.0,38
10724,25001,2018-07-20 00:00:00.0,38
10724,25501,2018-08-22 00:00:00.0,38
10724,32001,2018-05-16 00:00:00.0,38
10724,32501,2019-05-22 00:00:00.0,38
10233,15501,2019-05-31 00:00:00.0,34
10233,16001,2019-06-19 00:00:00.0,34
10233,17501,2019-09-04 00:00:00.0,34
10233,18501,2019-07-10 00:00:00.0,38
10233,19501,2019-09-07 00:00:00.0,38
10233,20001,2019-06-09 00:00:00.0,34
10233,26501,2020-01-22 00:00:00.0,38
10233,30501,2019-07-20 00:00:00.0,38
10233,33001,2020-03-19 00:00:00.0,38
10234,15501,2017-05-24 00:00:00.0,34
10234,16001,2017-06-14 00:00:00.0,34
10234,17501,2017-08-31 00:00:00.0,34
10234,18501,2017-07-02 00:00:00.0,38
10234,19501,2017-09-07 00:00:00.0,38
10234,26501,2018-05-16 00:00:00.0,38
10234,30501,2018-06-20 00:00:00.0,38
10234,31501,2017-03-22 00:00:00.0,38
10234,32001,2018-02-21 00:00:00.0,38
10234,32501,2019-02-20 00:00:00.0,38
10234,33001,2020-03-19 00:00:00.0,38
10235,14501,2018-05-25 00:00:00.0,38
10235,15501,2017-10-08 00:00:00.0,34
10235,16001,2017-10-27 00:00:00.0,34
10235,17501,2018-01-17 00:00:00.0,34
10235,18501,2017-11-16 00:00:00.0,38
10235,19501,2018-01-24 00:00:00.0,38
10235,20001,2017-10-18 00:00:00.0,34
10235,26501,2018-05-16 00:00:00.0,38
10235,30501,2018-06-20 00:00:00.0,38
10235,32001,2018-02-21 00:00:00.0,38
10235,32501,2019-02-20 00:00:00.0,38
10235,33001,2020-03-19 00:00:00.0,38
10236,26501,2018-05-16 00:00:00.0,38
10236,30501,2018-06-20 00:00:00.0,38
10236,31501,2017-03-22 00:00:00.0,38
10236,32001,2018-02-21 00:00:00.0,38
10236,32501,2019-02-20 00:00:00.0,38
10236,33001,2020-03-19 00:00:00.0,38
10237,26501,2018-05-16 00:00:00.0,38
10237,30501,2018-06-20 00:00:00.0,38
10237,31501,2017-03-22 00:00:00.0,38
10237,32001,2018-02-21 00:00:00.0,38
10237,32501,2019-02-20 00:00:00.0,38
10237,33001,2020-03-19 00:00:00.0,38
10238,14501,2019-10-31 00:00:00.0,38
10238,15501,2019-03-16 00:00:00.0,34
10238,16001,2019-04-04 00:00:00.0,34
10238,17501,2019-06-19 00:00:00.0,34
10238,18501,2019-04-24 00:00:00.0,38
10238,19501,2019-06-23 00:00:00.0,38
10238,20001,2019-03-27 00:00:00.0,34
10238,26501,2020-01-22 00:00:00.0,38
10238,30501,2019-07-20 00:00:00.0,38
10238,33001,2020-03-19 00:00:00.0,38
10239,15501,2020-04-19 00:00:00.0,34
10636,15501,2020-03-27 00:00:00.0,34
10636,16501,2020-04-30 00:00:00.0,34
10636,18501,2020-05-07 00:00:00.0,38
10636,19501,2020-07-11 00:00:00.0,38
10636,20001,2020-04-05 00:00:00.0,34
10636,23501,2020-07-04 00:00:00.0,34
10637,11001,2020-04-23 00:00:00.0,37
10637,15501,2020-03-29 00:00:00.0,34
10637,16501,2020-04-17 00:00:00.0,34
10637,18501,2020-05-07 00:00:00.0,38
10637,19501,2020-07-13 00:00:00.0,38
10637,20001,2020-04-09 00:00:00.0,34
10637,23501,2020-07-06 00:00:00.0,34
10638,11001,2018-04-11 00:00:00.0,37
10638,14501,2018-10-31 00:00:00.0,38
10638,15501,2018-03-16 00:00:00.0,34
10638,16501,2018-04-04 00:00:00.0,34
10638,18501,2018-04-25 00:00:00.0,38
10638,19501,2018-06-30 00:00:00.0,38
10638,20001,2018-03-25 00:00:00.0,34
10638,23501,2018-06-23 00:00:00.0,34
10640,13001,2017-01-20 00:00:00.0,35
10640,14501,2017-06-21 00:00:00.0,38
10640,19501,2017-02-18 00:00:00.0,38
10640,21501,2017-02-11 00:00:00.0,35
10643,15501,2020-03-27 00:00:00.0,34
10643,16501,2020-04-16 00:00:00.0,34
10643,18501,2020-05-07 00:00:00.0,38
10643,19501,2020-07-04 00:00:00.0,38
10643,20001,2020-04-05 00:00:00.0,34
10643,22001,2020-06-12 00:00:00.0,34
10644,27501,2017-07-20 00:00:00.0,35
10644,28001,2018-08-22 00:00:00.0,35
10644,28501,2019-08-21 00:00:00.0,35
10644,29001,2020-07-16 00:00:00.0,35
10645,13501,2018-05-30 00:00:00.0,34
10645,14501,2018-12-26 00:00:00.0,38
10645,15001,2018-06-02 00:00:00.0,37
10645,15501,2018-05-09 00:00:00.0,34
10645,18501,2018-06-17 00:00:00.0,38
10645,19501,2018-09-06 00:00:00.0,38
10215,18501,2017-07-19 00:00:00.0,38
10215,19501,2017-09-22 00:00:00.0,38
10215,20001,2017-06-17 00:00:00.0,34
10215,20501,2017-08-24 00:00:00.0,34
10215,21001,2018-03-14 00:00:00.0,34
10215,21501,2017-09-15 00:00:00.0,35
10216,10001,2020-03-14 00:00:00.0,34
10216,14501,2020-07-11 00:00:00.0,38
10216,21001,2019-03-15 00:00:00.0,34
10217,10001,2017-01-12 00:00:00.0,34
10217,14501,2017-08-09 00:00:00.0,38
10217,18501,2017-02-02 00:00:00.0,38
10217,19501,2017-03-31 00:00:00.0,38
10606,15501,2020-03-20 00:00:00.0,34
10606,18501,2020-04-30 00:00:00.0,38
10606,19501,2020-07-18 00:00:00.0,38
10606,20001,2020-03-29 00:00:00.0,34
10606,23001,2020-07-11 00:00:00.0,34
10607,13501,2019-05-26 00:00:00.0,34
10607,15001,2019-02-07 00:00:00.0,37
10607,18501,2019-04-12 00:00:00.0,38
10607,20001,2020-04-06 00:00:00.0,34
10607,23001,2020-02-07 00:00:00.0,34
10608,13501,2020-06-11 00:00:00.0,34
10608,15001,2020-06-15 00:00:00.0,37
10608,15501,2020-05-22 00:00:00.0,34
10608,18501,2020-07-02 00:00:00.0,38
10608,20001,2020-05-31 00:00:00.0,34
10610,13501,2020-05-22 00:00:00.0,34
10610,15001,2019-02-02 00:00:00.0,37
10610,18501,2019-04-06 00:00:00.0,38
10610,20001,2020-04-16 00:00:00.0,34
10610,23001,2020-02-02 00:00:00.0,34
10611,13501,2019-10-30 00:00:00.0,34
10611,14501,2020-05-28 00:00:00.0,38
10611,15001,2019-11-03 00:00:00.0,37
10611,15501,2019-10-10 00:00:00.0,34
10611,18501,2019-11-20 00:00:00.0,38
10611,19501,2020-02-07 00:00:00.0,38
10611,20001,2019-10-19 00:00:00.0,34
10611,23001,2020-01-31 00:00:00.0,34
10612,13501,2020-05-22 00:00:00.0,34
10612,14501,2017-03-22 00:00:00.0,38
10612,15001,2019-02-15 00:00:00.0,37
10612,20001,2020-04-06 00:00:00.0,34
10612,23001,2020-02-07 00:00:00.0,34
10613,13501,2019-05-25 00:00:00.0,34
10613,14501,2017-02-03 00:00:00.0,38
10613,15001,2019-02-07 00:00:00.0,37
10613,18501,2019-04-17 00:00:00.0,38
10613,20001,2020-04-16 00:00:00.0,34
10613,23001,2020-02-02 00:00:00.0,34
10614,13501,2019-05-26 00:00:00.0,34
10614,15001,2019-02-02 00:00:00.0,37
10614,18501,2019-04-12 00:00:00.0,38
10614,23001,2020-02-15 00:00:00.0,34
10615,13501,2020-05-28 00:00:00.0,34
10615,15001,2020-06-04 00:00:00.0,37
10615,15501,2020-05-09 00:00:00.0,34
10615,18501,2020-06-18 00:00:00.0,38
10615,20001,2020-05-18 00:00:00.0,34
10616,13501,2020-05-24 00:00:00.0,34
10616,15001,2019-02-15 00:00:00.0,37
10616,20001,2020-04-12 00:00:00.0,34
10616,23001,2020-02-07 00:00:00.0,34
10617,15501,2020-04-16 00:00:00.0,34
10617,17001,2020-05-07 00:00:00.0,34
10617,18501,2020-05-25 00:00:00.0,38
10102,32001,2018-04-18 00:00:00.0,38
10102,32501,2019-04-17 00:00:00.0,38
10102,33001,2020-05-21 00:00:00.0,38
10103,31501,2017-05-17 00:00:00.0,38
10103,32001,2018-04-18 00:00:00.0,38
10103,32501,2019-04-17 00:00:00.0,38
10103,33001,2020-05-21 00:00:00.0,38
10104,14501,2017-01-20 00:00:00.0,38
10104,24501,2018-10-20 00:00:00.0,38
10104,25001,2018-11-21 00:00:00.0,38
10104,25501,2018-12-20 00:00:00.0,38
10104,30501,2019-01-20 00:00:00.0,38
10104,31501,2017-05-17 00:00:00.0,38
10104,32001,2018-04-18 00:00:00.0,38
10104,32501,2019-04-17 00:00:00.0,38
10104,33001,2020-05-21 00:00:00.0,38
10105,24501,2018-11-21 00:00:00.0,38
10105,25001,2018-12-20 00:00:00.0,38
10105,25501,2019-01-20 00:00:00.0,38
10105,31501,2017-05-17 00:00:00.0,38
10105,32001,2018-04-18 00:00:00.0,38
10105,32501,2019-04-17 00:00:00.0,38
10105,33001,2020-05-21 00:00:00.0,38
10106,24501,2018-11-21 00:00:00.0,38
10106,25001,2018-12-20 00:00:00.0,38
10106,25501,2019-01-20 00:00:00.0,38
10106,30501,2019-02-20 00:00:00.0,38
10106,31501,2017-05-17 00:00:00.0,38
10106,32001,2018-04-18 00:00:00.0,38
10106,32501,2019-04-17 00:00:00.0,38
10106,33001,2020-05-21 00:00:00.0,38
10107,31501,2017-06-21 00:00:00.0,38
10107,32001,2018-05-16 00:00:00.0,38
10107,32501,2019-05-22 00:00:00.0,38
10107,33001,2020-06-18 00:00:00.0,38
10108,27501,2017-07-20 00:00:00.0,35
10108,28001,2018-08-22 00:00:00.0,35
10108,28501,2019-08-21 00:00:00.0,35
10108,29001,2020-07-16 00:00:00.0,35
10109,14501,2017-08-11 00:00:00.0,38
10109,16001,2017-01-14 00:00:00.0,34
10109,17501,2017-04-05 00:00:00.0,34
10109,18501,2017-02-03 00:00:00.0,38
10316,22501,2019-11-22 00:00:00.0,34
10317,14501,2018-07-25 00:00:00.0,38
10317,15501,2017-12-06 00:00:00.0,34
10317,16501,2017-12-27 00:00:00.0,34
10317,18501,2018-01-14 00:00:00.0,38
10317,19501,2018-03-15 00:00:00.0,38
10317,20001,2017-12-15 00:00:00.0,34
10317,22001,2018-02-21 00:00:00.0,34
10317,22501,2018-09-12 00:00:00.0,34
10318,11001,2018-03-07 00:00:00.0,37
10318,14501,2018-09-26 00:00:00.0,38
10318,15501,2018-02-08 00:00:00.0,34
10318,16501,2018-03-14 00:00:00.0,34
10318,18501,2018-03-21 00:00:00.0,38
10318,19501,2018-05-25 00:00:00.0,38
10318,20001,2018-02-17 00:00:00.0,34
10318,23501,2018-05-18 00:00:00.0,34
10319,14501,2018-06-08 00:00:00.0,38
10319,15501,2017-10-22 00:00:00.0,34
10319,16501,2017-11-10 00:00:00.0,34
10319,18501,2017-11-30 00:00:00.0,38
10319,19501,2018-01-31 00:00:00.0,38
10319,20001,2017-11-01 00:00:00.0,34
10319,22001,2018-01-03 00:00:00.0,34
10319,22501,2018-07-28 00:00:00.0,34
10320,14501,2019-08-28 00:00:00.0,38
10320,15501,2019-01-10 00:00:00.0,34
10320,16501,2019-01-30 00:00:00.0,34
10320,18501,2019-02-20 00:00:00.0,38
10320,19501,2019-04-19 00:00:00.0,38
10320,20001,2019-01-19 00:00:00.0,34
10320,22001,2019-03-28 00:00:00.0,34
10320,22501,2019-10-16 00:00:00.0,34
10321,14501,2019-11-27 00:00:00.0,38
10321,15501,2019-04-11 00:00:00.0,34
10321,16501,2019-05-01 00:00:00.0,34
10321,18501,2019-05-22 00:00:00.0,38
10321,19501,2019-07-19 00:00:00.0,38
10321,20001,2019-04-20 00:00:00.0,34
10321,22001,2019-06-27 00:00:00.0,34
10321,22501,2020-01-15 00:00:00.0,34
10322,14501,2020-05-21 00:00:00.0,38
10322,15501,2019-10-04 00:00:00.0,34
10322,16501,2019-10-23 00:00:00.0,34
10322,18501,2019-11-13 00:00:00.0,38
10322,19501,2020-01-11 00:00:00.0,38
10322,20001,2019-10-13 00:00:00.0,34
10322,22001,2019-12-20 00:00:00.0,34
10322,22501,2020-07-10 00:00:00.0,34
10323,14501,2017-01-05 00:00:00.0,38
10324,15501,2020-01-25 00:00:00.0,34
10324,18501,2020-03-05 00:00:00.0,38
10324,19001,2020-02-13 00:00:00.0,34
10499,10001,2020-07-16 00:00:00.0,34
10499,14501,2019-07-12 00:00:00.0,38
10499,15501,2020-06-26 00:00:00.0,34
10499,20001,2020-07-05 00:00:00.0,34
10499,21001,2019-03-15 00:00:00.0,34
10500,10001,2020-03-14 00:00:00.0,34
10500,14501,2019-07-12 00:00:00.0,38
10500,21001,2019-03-15 00:00:00.0,34
10501,10501,2017-05-31 00:00:00.0,35
10501,13001,2017-07-26 00:00:00.0,35
10501,14501,2017-12-27 00:00:00.0,38
10501,15501,2017-05-10 00:00:00.0,34
10501,18501,2017-06-18 00:00:00.0,38
10501,19501,2017-08-24 00:00:00.0,38
10501,20001,2017-05-19 00:00:00.0,34
10501,21501,2017-08-17 00:00:00.0,35
10503,14501,2020-07-10 00:00:00.0,38
10503,15001,2019-09-07 00:00:00.0,37
10503,19501,2019-02-23 00:00:00.0,38
10503,26501,2019-11-15 00:00:00.0,38
10503,30501,2019-02-21 00:00:00.0,38
10503,32501,2019-04-17 00:00:00.0,38
10503,33001,2020-04-16 00:00:00.0,38
10504,14501,2018-11-09 00:00:00.0,38
10504,15001,2019-09-07 00:00:00.0,37
10504,15501,2018-03-25 00:00:00.0,34
10504,18501,2018-05-03 00:00:00.0,38
10504,19501,2018-07-04 00:00:00.0,38
10504,20001,2018-04-04 00:00:00.0,34
10504,24001,2020-02-14 00:00:00.0,35
10504,26501,2019-11-15 00:00:00.0,38
10504,30501,2020-07-12 00:00:00.0,38
10504,33001,2020-04-16 00:00:00.0,38
10505,14501,2017-02-23 00:00:00.0,38
10506,10501,2020-05-21 00:00:00.0,35
10506,15501,2020-05-01 00:00:00.0,34
10506,18501,2020-06-11 00:00:00.0,38
10506,20001,2020-05-10 00:00:00.0,34
10508,13501,2020-05-24 00:00:00.0,34
10508,15001,2019-02-15 00:00:00.0,37
10508,18501,2019-04-17 00:00:00.0,38
10508,23001,2020-02-02 00:00:00.0,34
10509,15501,2020-07-11 00:00:00.0,34
10509,17001,2020-07-30 00:00:00.0,34
10509,20001,2020-07-20 00:00:00.0,34
10510,31501,2017-03-22 00:00:00.0,38
10510,32001,2018-02-21 00:00:00.0,38
10510,32501,2019-02-20 00:00:00.0,38
10510,33001,2020-03-19 00:00:00.0,38
10511,14501,2019-08-14 00:00:00.0,38
10511,15501,2018-12-26 00:00:00.0,34
10511,16501,2019-01-16 00:00:00.0,34
10511,18501,2019-02-03 00:00:00.0,38
10511,19501,2019-04-04 00:00:00.0,38
10511,20001,2019-01-04 00:00:00.0,34
10155,20001,2018-09-05 00:00:00.0,34
10155,21501,2018-12-05 00:00:00.0,35
10156,14501,2020-03-12 00:00:00.0,38
10618,19501,2020-06-07 00:00:00.0,38
10618,25001,2020-04-10 00:00:00.0,38
10618,26001,2019-03-10 00:00:00.0,38
10618,30001,2019-11-08 00:00:00.0,37
10619,15501,2020-07-13 00:00:00.0,34
10619,20001,2020-07-23 00:00:00.0,34
10620,14501,2018-01-17 00:00:00.0,38
10620,15501,2017-06-01 00:00:00.0,34
10620,17001,2017-06-21 00:00:00.0,34
10620,18501,2017-07-12 00:00:00.0,38
10620,19501,2017-09-08 00:00:00.0,38
10620,20001,2017-06-10 00:00:00.0,34
10620,25001,2020-04-10 00:00:00.0,38
10620,26001,2019-03-10 00:00:00.0,38
10620,30001,2019-11-08 00:00:00.0,37
10620,32501,2019-04-17 00:00:00.0,38
10621,14501,2017-09-13 00:00:00.0,38
10621,15501,2017-01-26 00:00:00.0,34
10621,17001,2017-02-16 00:00:00.0,34
10621,18501,2017-03-05 00:00:00.0,38
10621,19501,2017-05-04 00:00:00.0,38
10621,20001,2017-02-04 00:00:00.0,34
10622,14501,2017-01-19 00:00:00.0,38
10622,24501,2018-07-20 00:00:00.0,38
10622,25001,2018-08-22 00:00:00.0,38
10622,31501,2017-05-17 00:00:00.0,38
10622,32001,2018-04-18 00:00:00.0,38
10622,32501,2019-04-17 00:00:00.0,38
10622,33001,2020-05-21 00:00:00.0,38
10623,24501,2018-06-20 00:00:00.0,38
10623,25001,2018-08-22 00:00:00.0,38
10623,31501,2017-05-17 00:00:00.0,38
10623,32001,2018-04-18 00:00:00.0,38
10623,32501,2019-04-17 00:00:00.0,38
10623,33001,2020-05-21 00:00:00.0,38
10624,14501,2018-11-28 00:00:00.0,38
10624,15501,2018-04-12 00:00:00.0,34
10624,16001,2018-05-02 00:00:00.0,34
10624,17501,2018-07-20 00:00:00.0,34
10624,18501,2018-05-23 00:00:00.0,38
10624,19501,2018-07-27 00:00:00.0,38
10624,20001,2018-04-21 00:00:00.0,34
10624,24501,2018-06-20 00:00:00.0,38
10624,25001,2018-08-22 00:00:00.0,38
10624,32001,2018-04-18 00:00:00.0,38
10624,32501,2019-04-17 00:00:00.0,38
10624,33001,2020-05-21 00:00:00.0,38
10627,15501,2020-07-10 00:00:00.0,34
10627,16501,2020-07-30 00:00:00.0,34
