CURRENT_YEAR,EMPLOYEE_CODE,POSITION_CODE,DEPARTMENT_CODE,DAYS_WITH_COMPANY,COMMUTE_TIME,AGE_BEGIN_PERIOD,GENDER_CODE,ATTRITION,PERIOD_TOTAL_DAYS,STARTING_SALARY,ENDING_SALARY,NB_INCREASES,BONUS,NB_BONUS,VACATION_DAYS_TAKEN,SICK_DAYS_TAKEN,PROMOTIONS,NB_MANAGERS,DAYS_IN_POSITION,DAYS_SINCE_LAST_RAISE,RANKING_CODE,OVERTIME,DBLOVERTIME,TRAVEL,NUMBER_OF_CLASSES
2020,10554,3200,380,760,22,28,1,0,180,30115.38,33230.77,1,1993.8461999999997,1,8.0,1.0,0,1,760,30,4,0.0,0.0,0.0,0
2020,10178,3600,350,2065,30,51,0,0,180,38692.31,38692.31,0,773.8462,1,5.0,3.5,0,1,2065,240,2,0.0,0.0,0.0,0
2020,10280,2400,320,575,19,33,1,0,180,38076.92,38076.92,0,761.5384,1,10.0,2.5,0,1,575,210,2,0.0,0.0,0.0,0
2020,10654,3100,380,1395,20,43,1,0,180,71384.62,71384.62,0,4283.0772,1,4.0,9.0,0,1,1395,300,4,0.0,0.0,0.0,0
2020,10568,3800,300,1490,27,33,0,0,180,36576.92,38769.23,1,1550.7692000000002,1,12.0,9.0,0,1,1490,30,3,0.0,0.0,0.0,0
2020,10531,3500,350,1272,32,47,0,0,180,45692.31,50884.62,1,3053.0772,1,10.0,4.0,0,1,880,150,4,0.0,0.0,0.0,0
2020,10203,2400,320,1215,21,29,0,0,180,41153.85,44230.77,1,1769.2307999999998,1,19.0,8.5,0,1,1215,120,3,0.0,0.0,0.0,0
2020,10054,4700,360,3710,13,42,0,0,180,60984.62,63238.46,1,1264.7692,1,10.0,2.5,0,1,3710,60,2,0.0,0.0,0.0,0
2020,10131,2100,320,1305,25,40,0,0,180,35000.00,35000.00,0,1400.0,1,21.0,3.5,0,1,1305,210,3,0.0,0.0,0.0,0
2020,10136,3900,300,1000,12,41,0,0,180,31730.77,31730.77,0,1269.2308,1,17.0,11.0,0,1,1000,270,3,0.0,0.0,0.0,0
2020,10200,2100,320,1669,14,29,0,0,180,37500.00,37500.00,0,750.0,1,12.0,2.5,0,1,1669,210,2,0.0,0.0,0.0,0
2020,10286,3900,300,575,7,32,1,0,180,29615.38,29615.38,0,1776.9228,1,25.0,9.0,0,1,575,210,4,0.0,0.0,0.0,0
2020,10540,2300,320,2035,15,36,1,0,180,88461.54,88461.54,0,1769.2307999999998,1,5.0,3.0,0,1,2035,210,2,0.0,0.0,0.0,0
2020,10535,2400,320,730,33,29,0,0,180,34269.23,37038.46,1,2056.1538,1,6.0,1.0,0,1,730,0,4,0.0,0.0,0.0,0
2020,10452,4100,330,2460,15,44,1,0,180,79615.38,79615.38,0,1592.3076,1,4.0,4.5,0,1,2460,270,2,0.0,0.0,0.0,0
2020,10313,2000,320,1365,27,28,1,0,180,60000.00,60000.00,0,0.0,0,24.0,8.0,0,1,1365,270,1,0.0,0.0,0.0,0
2020,10536,2400,320,695,7,30,0,0,180,34269.23,34269.23,0,685.3846000000001,1,12.0,11.0,0,1,695,330,2,0.0,0.0,0.0,0
2020,10384,3200,380,1245,23,33,0,0,180,36923.08,40384.62,1,2423.0772,1,9.0,1.0,0,1,1245,150,4,0.0,0.0,0.0,0
2020,10423,3500,350,1915,26,53,0,0,180,68076.92,73846.15,1,4430.768999999999,1,15.0,6.5,0,1,1915,90,4,0.0,0.0,0.0,0
2020,10460,5000,370,2520,23,35,0,0,180,54692.31,54692.31,0,1093.8462,1,12.0,4.5,0,1,2520,330,2,0.0,0.0,0.0,0
2020,10532,4700,360,880,18,35,0,0,180,39000.00,41000.00,1,820.0,1,7.0,6.0,0,1,880,150,2,0.0,0.0,0.0,0
2020,10642,2000,320,1945,11,30,0,0,180,63500.00,67000.00,1,2680.0,1,10.0,6.5,0,1,1945,120,3,0.0,0.0,0.0,0
2020,10204,2400,320,545,23,24,0,0,180,38076.92,38076.92,1,0.0,0,19.0,7.0,0,1,545,180,1,0.0,0.0,0.0,0
2020,10199,2100,320,2125,25,40,0,0,180,40000.00,40000.00,0,0.0,0,12.0,2.5,0,1,2125,300,1,0.0,0.0,0.0,0
2020,10081,4700,360,1454,20,43,1,0,180,47461.54,49715.38,1,1898.4616,1,5.0,4.5,0,1,1454,0,3,0.0,0.0,0.0,0
2020,10058,3900,300,2095,33,40,0,0,180,38076.92,38076.92,0,761.5384,1,7.0,3.5,0,1,2095,270,2,0.0,0.0,0.0,0
2020,10046,4700,360,2675,35,48,1,0,180,54223.08,56476.92,1,1129.5384,1,7.0,4.0,0,1,2675,120,2,0.0,0.0,0.0,0
2020,10393,4300,340,1288,9,32,1,0,180,49615.38,49615.38,0,2976.9228,1,8.0,7.5,0,1,665,300,4,0.0,0.0,0.0,0
2020,10383,3100,380,2555,18,40,0,0,180,97192.31,103307.69,1,1943.8462,1,7.0,3.0,0,1,2555,0,2,0.0,0.0,0.0,0
2020,10429,4300,340,515,35,31,0,0,180,45000.00,49615.38,1,1984.6152,1,13.0,4.0,0,1,515,150,3,0.0,0.0,0.0,0
2020,10397,4700,360,2095,38,36,0,0,180,51969.23,51969.23,0,2078.7692,1,5.0,6.5,0,1,2095,270,3,0.0,0.0,0.0,0
2020,10179,3800,300,1519,25,42,0,0,180,40384.62,42846.15,1,1713.846,1,4.0,3.5,0,1,1519,60,3,0.0,0.0,0.0,0
2020,10211,2500,320,485,10,30,0,0,180,49500.00,54153.85,1,2166.154,1,21.0,7.5,0,1,485,120,3,0.0,0.0,0.0,0
2020,10302,3900,300,1490,24,46,1,0,180,33846.15,35961.54,1,2157.6924,1,10.0,4.0,0,1,1490,30,4,0.0,0.0,0.0,0
2020,10371,2300,320,2794,18,39,1,0,180,108384.62,108384.62,0,4335.3848,1,0.0,4.0,0,1,2794,240,3,0.0,0.0,0.0,0
2020,10376,2500,320,3100,14,31,0,0,180,86730.77,86730.77,1,3469.2308000000003,1,5.0,5.5,0,1,3100,180,3,0.0,0.0,0.0,0
2020,10472,2000,320,1365,21,35,0,0,180,60000.00,60000.00,0,2400.0,1,15.0,5.0,0,1,1365,270,3,0.0,0.0,0.0,0
2020,10318,2400,320,910,12,26,1,0,180,41153.85,41153.85,1,2469.2309999999998,1,6.0,6.0,0,1,910,180,4,0.0,0.0,0.0,0
2020,10473,3300,380,2005,42,35,0,0,180,61692.31,61692.31,1,3701.5386,1,12.0,4.0,0,1,2005,180,4,0.0,0.0,0.0,0
2020,10217,4200,330,1305,28,45,0,0,180,33307.69,33307.69,0,2664.6152,1,13.0,3.0,0,1,1305,210,5,0.0,0.0,0.0,0
2020,10004,4500,360,2035,18,46,0,0,180,116538.46,116538.46,0,4661.5384,1,4.0,2.5,0,1,2035,210,3,0.0,0.0,0.0,0
2020,10153,3100,380,1508,28,43,0,0,180,66615.38,72730.77,1,4363.8462,1,10.0,4.5,0,1,760,30,4,0.0,0.0,0.0,0
2020,10134,3600,350,1885,22,44,0,0,180,36653.85,38692.31,1,1547.6924,1,7.0,2.0,0,1,1885,60,3,0.0,0.0,0.0,0
2020,10141,5000,370,455,26,38,0,0,180,33000.00,36615.38,1,1464.6152,1,6.0,3.5,0,1,455,90,3,0.0,0.0,0.0,0
2020,10173,3100,380,970,17,41,0,0,180,72730.77,72730.77,0,2909.2308000000003,1,13.0,3.5,0,1,970,240,3,0.0,0.0,0.0,0
2020,10198,2000,320,1640,9,39,0,0,180,63500.00,63500.00,1,3810.0,1,6.0,4.0,0,1,1640,180,4,0.0,0.0,0.0,0
2020,10283,2500,320,455,18,33,1,0,180,49500.00,54153.85,1,2166.154,1,6.0,4.0,0,1,455,90,3,0.0,0.0,0.0,0
2020,10493,3300,380,1030,14,40,1,0,180,51076.92,51076.92,0,2043.0768,1,6.0,4.0,0,1,1030,300,3,0.0,0.0,0.0,0
2020,10501,4300,340,1185,13,30,0,0,180,54230.77,58846.15,1,2353.846,1,32.0,7.0,0,1,1185,90,3,0.0,0.0,0.0,0
2020,10197,1900,320,1000,37,37,0,0,180,96769.23,96769.23,0,3870.7691999999997,1,13.0,5.5,0,1,1000,270,3,0.0,0.0,0.0,0
2020,10312,2000,320,820,28,27,1,0,180,53000.00,56500.00,1,1130.0,1,4.0,2.0,0,1,820,90,2,0.0,0.0,0.0,0
2020,10430,4300,340,1394,6,29,1,0,180,58846.15,58846.15,0,3530.769,1,19.0,6.0,0,1,1394,300,4,0.0,0.0,0.0,0
2020,10494,3500,350,1945,29,43,1,0,180,68076.92,73846.15,1,2953.846,1,14.0,3.5,0,1,1945,120,3,0.0,0.0,0.0,0
2020,10453,4200,330,760,29,30,1,0,180,27969.23,30638.46,1,1225.5384,1,5.0,7.0,0,1,760,30,3,0.0,0.0,0.0,0
2020,10116,3300,380,1095,33,34,1,0,180,51076.92,54615.38,1,2043.0768,1,23.0,4.0,0,1,1095,0,3,0.0,0.0,0.0,0
2020,10159,5000,370,485,22,36,0,0,180,33000.00,36615.38,1,1464.6152,1,5.0,2.5,0,1,485,120,3,0.0,0.0,0.0,0
2020,10212,3200,380,789,27,38,0,0,180,33461.54,36923.08,1,738.4616000000001,1,6.0,2.0,0,1,789,60,2,0.0,0.0,0.0,0
2020,10265,2500,320,1060,19,34,1,0,180,58807.69,58807.69,0,1176.1538,1,10.0,8.0,0,1,1060,330,2,0.0,0.0,0.0,0
2020,10372,2500,320,3704,9,35,0,0,180,58807.69,58807.69,0,2352.3076,1,7.0,7.0,0,1,970,240,3,0.0,0.0,0.0,0
2020,10404,5000,370,3315,10,35,0,0,180,40230.77,40230.77,0,2413.8461999999995,1,10.0,3.0,0,1,1000,270,4,0.0,0.0,0.0,0
2020,10415,2000,320,1305,12,32,1,0,180,60000.00,60000.00,0,2400.0,1,21.0,10.0,0,1,1305,210,3,0.0,0.0,0.0,0
2020,10436,4900,370,2310,26,42,0,0,180,85384.62,90961.54,1,3638.4615999999996,1,10.0,5.0,0,1,2310,120,3,0.0,0.0,0.0,0
2020,10447,2500,320,2125,18,37,1,0,180,72769.23,72769.23,0,5821.5383999999995,1,7.0,5.5,0,1,1368,300,5,0.0,0.0,0.0,0
2020,10519,2100,320,545,22,46,0,0,180,27230.77,27230.77,1,1089.2308,1,11.0,5.0,0,1,545,180,3,0.0,0.0,0.0,0
2020,10556,4700,360,1275,18,42,1,0,180,43000.00,43000.00,1,1720.0,1,10.0,1.5,0,1,1275,180,3,0.0,0.0,0.0,0
2020,10588,2000,320,1520,27,33,1,0,180,54346.15,57461.54,1,2298.4616,1,5.0,3.5,0,1,1520,60,3,0.0,0.0,0.0,0
2020,10579,4100,330,1622,34,38,1,0,180,45692.31,50884.62,1,2035.3848,1,7.0,6.0,0,1,880,150,3,0.0,0.0,0.0,0
2020,10475,3500,350,1760,11,43,1,0,180,68076.92,68076.92,0,4084.6151999999997,1,4.0,3.5,0,1,1760,300,4,0.0,0.0,0.0,0
2020,10638,2500,320,2872,37,31,1,0,180,54153.85,58807.69,1,3528.4614,1,5.0,4.0,0,1,880,150,4,0.0,0.0,0.0,0
2020,10480,4500,360,1030,45,46,1,0,180,94615.38,94615.38,0,1892.3076,1,15.0,3.5,0,1,1030,300,2,0.0,0.0,0.0,0
2020,10138,4100,330,1550,38,52,0,0,180,62307.69,68076.92,1,4084.6151999999997,1,15.0,2.0,0,1,1550,90,4,0.0,0.0,0.0,0
2020,10202,2300,320,2124,19,41,0,0,180,82038.46,87307.69,1,5238.4614,1,9.0,2.5,0,1,1245,150,4,0.0,0.0,0.0,0
2020,10279,2500,320,455,7,32,1,0,180,49500.00,54153.85,1,2166.154,1,3.0,6.0,0,1,455,90,3,0.0,0.0,0.0,0
2020,10385,3300,380,2613,35,33,0,0,180,65230.77,68769.23,1,1375.3845999999999,1,10.0,4.0,0,1,2613,60,2,0.0,0.0,0.0,0
2020,10394,4300,340,1670,18,51,0,0,180,63461.54,63461.54,0,2538.4616,1,5.0,6.5,0,1,1670,210,3,0.0,0.0,0.0,0
2020,10417,2500,320,910,29,25,1,0,180,58807.69,58807.69,1,2352.3076,1,8.0,8.5,0,1,910,180,3,0.0,0.0,0.0,0
2020,10426,4200,330,605,29,38,1,0,180,27969.23,27969.23,0,1678.1537999999998,1,25.0,8.5,0,1,605,240,4,0.0,0.0,0.0,0
2020,10481,4600,360,2155,29,48,0,0,180,65076.92,65076.92,0,2603.0768,1,7.0,4.5,0,1,2155,330,3,0.0,0.0,0.0,0
2020,10498,3900,300,2035,47,37,1,0,180,38076.92,38076.92,0,761.5384,1,10.0,2.0,0,1,2035,210,2,0.0,0.0,0.0,0
2020,10594,3300,380,940,14,33,1,0,180,46307.69,46307.69,0,2778.4614,1,8.0,6.0,0,1,940,210,4,0.0,0.0,0.0,0
2020,10341,5000,370,1460,20,37,1,0,180,43846.15,47461.54,1,1753.846,1,10.0,5.0,0,1,1460,0,3,0.0,0.0,0.0,0
2020,10210,2500,320,1730,15,33,0,0,180,68115.38,68115.38,0,1362.3076,1,5.0,3.5,0,1,1730,270,2,0.0,0.0,0.0,0
2017,10748,3200,380,1299,24,31,0,1,0,40384.62,40384.62,0,0.0,0,0.0,0.0,0,1,1299,1275,3,0.0,0.0,0.0,0
2017,10666,5400,390,484,24,41,1,1,30,64076.92,64076.92,0,0.0,0,0.0,0.0,0,1,484,455,3,0.0,0.0,0.0,0
2017,10594,3300,380,0,14,30,1,0,0,40000.00,40000.00,0,0.0,0,0.0,0.0,0,1,0,0,3,0.0,0.0,0.0,0
2017,10068,5600,390,0,17,24,1,0,0,38500.00,38500.00,0,0.0,0,0.0,0.0,0,1,0,0,3,0.0,0.0,0.0,0
2019,10548,1400,380,1945,15,46,0,0,330,132923.08,136153.85,1,0.0,0,20.0,9.0,0,1,1945,120,3,0.0,0.0,0.0,1
2019,10573,4200,330,120,25,28,1,0,120,23000.00,23000.00,0,0.0,0,0.0,2.5,0,1,120,120,3,0.0,0.0,0.0,6
2019,10141,5000,370,240,26,37,0,0,240,33000.00,33000.00,0,0.0,0,0.0,10.5,0,1,240,240,3,0.0,0.0,0.0,6
2019,10166,1200,200,2400,22,48,0,0,330,178461.54,181153.85,1,0.0,0,25.0,12.0,0,1,2400,210,3,0.0,0.0,0.0,1
2019,10429,4300,340,300,35,30,0,0,300,45000.00,45000.00,0,0.0,0,0.0,8.5,0,1,300,300,3,0.0,0.0,0.0,8
2019,10283,2500,320,240,18,32,1,0,240,49500.00,49500.00,0,0.0,0,0.0,8.5,0,1,240,240,3,0.0,0.0,0.0,8
2019,10238,5600,390,300,29,32,0,0,300,38500.00,38500.00,0,0.0,0,5.0,3.0,0,1,300,300,3,0.0,0.0,0.0,8
2019,10248,1500,300,3615,20,43,1,0,330,165230.77,165230.77,1,0.0,0,20.0,9.0,0,1,3615,330,3,0.0,0.0,0.0,1
2019,10280,2400,320,365,19,32,1,0,330,35000.00,38076.92,1,0.0,0,8.0,12.0,0,1,365,0,3,0.0,0.0,0.0,7
2019,10567,4600,360,90,10,41,0,0,90,45000.00,45000.00,0,0.0,0,0.0,2.5,0,1,90,90,3,0.0,0.0,0.0,4
2019,10108,1000,100,3890,27,53,1,0,330,283192.31,287769.23,1,0.0,0,10.0,6.5,0,0,3890,240,3,0.0,0.0,0.0,1
